"LSOA11CD","July17_2022","July18_2022","July19_2022","July20_2022","July21_2022","July22_2022"
"E01032544",20.57,24.12,26.68,17.36,14.62,14.83
"E01032545",21.3,24.17,26.54,18.59,16.21,16.16
"E01032546",21.3,24.17,26.54,18.59,16.21,16.16
"E01032548",20.57,24.12,26.68,17.36,14.62,14.83
"E01032549",20.57,24.12,26.68,17.36,14.62,14.83
"E01032550",22.48,26.44,27.19,17.5,16.46,15.58
"E01032551",22.48,26.44,27.19,17.5,16.46,15.58
"E01032552",20.57,24.12,26.68,17.36,14.62,14.83
"E01032553",20.57,24.12,26.68,17.36,14.62,14.83
"E01032554",22,26.55,26.58,20.57,18.95,18.52
"E01032555",22,26.55,26.58,20.57,18.95,18.52
"E01032556",20.73,23.92,25.03,15.57,14.95,14.88
"E01032557",20.73,23.92,25.03,15.57,14.95,14.88
"E01032558",20.73,23.92,25.03,15.57,14.95,14.88
"E01032559",20.73,23.92,25.03,15.57,14.95,14.88
"E01032560",20.33,23.77,26.23,17.28,14.63,14.86
"E01032561",17.57,19.8,21.07,16.33,14.83,15.15
"E01032562",22.68,27.51,28.49,21.83,19.96,18.54
"E01032563",22.68,27.51,28.49,21.83,19.96,18.54
"E01032564",22.68,27.51,28.49,21.83,19.96,18.54
"E01032565",22.68,27.51,28.49,21.83,19.96,18.54
"E01032566",22.68,27.51,28.49,21.83,19.96,18.54
"E01032567",22.68,27.51,28.49,21.83,19.96,18.54
"E01032568",21.48,26.11,26.44,21.02,19.37,18.19
"E01032569",21.48,26.11,26.44,21.02,19.37,18.19
"E01032570",21.48,26.11,26.44,21.02,19.37,18.19
"E01032571",21.48,26.11,26.44,21.02,19.37,18.19
"E01032572",22.26,26.79,27.3,20.93,19.46,18.5
"E01032573",22.26,26.79,27.3,20.93,19.46,18.5
"E01032574",22.68,27.51,28.49,21.83,19.96,18.54
"E01032575",22.68,27.51,28.49,21.83,19.96,18.54
"E01032576",22.26,26.79,27.3,20.93,19.46,18.5
"E01032577",22.26,26.79,27.3,20.93,19.46,18.5
"E01032579",22.68,27.51,28.49,21.83,19.96,18.54
"E01032580",22.68,27.51,28.49,21.83,19.96,18.54
"E01032581",22.68,27.51,28.49,21.83,19.96,18.54
"E01032582",22.68,27.51,28.49,21.83,19.96,18.54
"E01032583",22.68,27.51,28.49,21.83,19.96,18.54
"E01032584",22.68,27.51,28.49,21.83,19.96,18.54
"E01032585",22.86,26.17,28.01,18.52,17.15,15.67
"E01032586",22.86,26.17,28.01,18.52,17.15,15.67
"E01032587",22.6,26.53,27.37,19.15,18.19,16.83
"E01032588",22.6,26.53,27.37,19.15,18.19,16.83
"E01032589",22.77,26.78,27.13,18.53,17.46,16.76
"E01032590",22.77,26.78,27.13,18.53,17.46,16.76
"E01032591",22.77,26.78,27.13,18.53,17.46,16.76
"E01032592",22.77,26.78,27.13,18.53,17.46,16.76
"E01032593",20.57,24.12,26.68,17.36,14.62,14.83
"E01032594",20.57,24.12,26.68,17.36,14.62,14.83
"E01032595",22.96,26.28,29.34,20.01,17.01,16.38
"E01032596",22.96,26.28,29.34,20.01,17.01,16.38
"E01032597",23.2,26.41,28.44,18.84,18.05,16.27
"E01032598",23.2,26.41,28.44,18.84,18.05,16.27
"E01032599",22.73,26.35,28.02,19.14,18.19,16.69
"E01032600",22.68,26.34,27.98,19.17,18.21,16.73
"E01032601",22.68,26.34,27.98,19.17,18.21,16.73
"E01032602",23.2,26.41,28.44,18.84,18.05,16.27
"E01032603",23.2,26.41,28.44,18.84,18.05,16.27
"E01032604",19.83,22.05,21.87,20.52,19.11,19.33
"E01032605",19.83,22.05,21.87,20.52,19.11,19.33
"E01032606",21.43,24.83,26.21,17.88,16.44,15.71
"E01032607",22.48,26.44,27.19,17.5,16.46,15.58
"E01032608",22.04,25.78,26.79,17.65,16.45,15.63
"E01032609",21.87,26.43,26.69,20.52,19.05,18.18
"E01032610",21.87,26.43,26.69,20.52,19.05,18.18
"E01032611",22.4,26.35,28.41,21.41,18.73,17.06
"E01032612",22.4,26.35,28.41,21.41,18.73,17.06
"E01032613",23.13,26.36,28.34,18.77,17.84,16.14
"E01032614",23.2,26.41,28.44,18.84,18.05,16.27
"E01032615",19.99,22.41,22.05,20.62,19.15,19.42
"E01032616",19.83,22.05,21.87,20.52,19.11,19.33
"E01032617",19.83,22.05,21.87,20.52,19.11,19.33
"E01032618",19.83,22.05,21.87,20.52,19.11,19.33
"E01032619",21.64,26.48,27.17,21.27,19.59,18.65
"E01032620",21.64,26.48,27.17,21.27,19.59,18.65
"E01032621",22.88,26.19,28.04,18.54,17.2,15.7
"E01032622",22.86,26.17,28.01,18.52,17.15,15.67
"E01032623",22.02,26.81,26.44,21.19,19.44,18.68
"E01032624",22.02,26.81,26.44,21.19,19.44,18.68
"E01032625",22.06,27.04,26.24,20.92,19.45,18.55
"E01032626",22.06,27.04,26.24,20.92,19.45,18.55
"E01032627",21.73,26,23.73,18.74,18.71,17.97
"E01032628",19.34,23.89,22.3,17.68,17.97,16.99
"E01032629",20.95,23.84,22,18.3,18.15,17.88
"E01032630",21.5,25.37,23.22,18.61,18.55,17.95
"E01032631",20.59,22.85,21.2,18.09,17.88,17.83
"E01032632",20.67,23.08,21.38,18.14,17.94,17.84
"E01032633",21.04,24.09,22.2,18.35,18.21,17.89
"E01032634",20.59,22.85,21.2,18.09,17.88,17.83
"E01032635",20.59,22.85,21.2,18.09,17.88,17.83
"E01032636",21.39,25.71,21.49,16.75,16.71,16.26
"E01032637",22.68,27.51,28.49,21.83,19.96,18.54
"E01032638",22.68,27.51,28.49,21.83,19.96,18.54
"E01032639",22.68,27.51,28.49,21.83,19.96,18.54
"E01032640",22.68,27.51,28.49,21.83,19.96,18.54
"E01032641",20.79,25.48,22.8,18.87,18.88,17.65
"E01032642",20.79,25.48,22.8,18.87,18.88,17.65
"E01032643",20.79,25.48,22.8,18.87,18.88,17.65
"E01032644",20.79,25.48,22.8,18.87,18.88,17.65
"E01032645",20.79,25.48,22.8,18.87,18.88,17.65
"E01032646",22.68,27.51,28.49,21.83,19.96,18.54
"E01032647",19.29,22.17,24.41,17.6,14.98,15.21
"E01032648",19.29,22.17,24.41,17.6,14.98,15.21
"E01032649",19.29,22.17,24.41,17.6,14.98,15.21
"E01032650",19.29,22.17,24.41,17.6,14.98,15.21
"E01032651",20.59,22.85,21.2,18.09,17.88,17.83
"E01032652",20.59,22.85,21.2,18.09,17.88,17.83
"E01032653",20.91,26.67,27.85,22.52,19.2,18.46
"E01032654",20.91,26.67,27.85,22.52,19.2,18.46
"E01032655",21.41,26.29,27.91,21.72,19.27,18.54
"E01032656",21.57,26.16,27.92,21.45,19.3,18.57
"E01032657",20.6,24.65,20.01,16.89,17.26,17.63
"E01032658",20.6,24.65,20.01,16.89,17.26,17.63
"E01032659",21.02,25.26,23.61,19.96,19.69,18.85
"E01032660",21.02,25.26,23.61,19.96,19.69,18.85
"E01032661",21.02,25.26,23.61,19.96,19.69,18.85
"E01032662",21.02,25.26,23.61,19.96,19.69,18.85
"E01032663",22.06,27.04,26.24,20.92,19.45,18.55
"E01032664",22.06,27.04,26.24,20.92,19.45,18.55
"E01032665",22.06,27.04,26.24,20.92,19.45,18.55
"E01032666",21.73,26,23.73,18.74,18.71,17.97
"E01032667",21.73,26,23.73,18.74,18.71,17.97
"E01032668",21.73,26,23.73,18.74,18.71,17.97
"E01032669",21.73,26,23.73,18.74,18.71,17.97
"E01032670",21.73,26,23.73,18.74,18.71,17.97
"E01032671",21.73,26,23.73,18.74,18.71,17.97
"E01032672",21.73,26,23.73,18.74,18.71,17.97
"E01032673",21.73,26,23.73,18.74,18.71,17.97
"E01032674",22.11,25.33,23.9,19.43,18.97,17.93
"E01032675",22.11,25.33,23.9,19.43,18.97,17.93
"E01032676",22.11,25.33,23.9,19.43,18.97,17.93
"E01032677",22.11,25.33,23.9,19.43,18.97,17.93
"E01032678",22.11,25.33,23.9,19.43,18.97,17.93
"E01032679",21.73,26,23.73,18.74,18.71,17.97
"E01032680",22.11,25.33,23.9,19.43,18.97,17.93
"E01032681",22.11,25.33,23.9,19.43,18.97,17.93
"E01032682",22.11,25.33,23.9,19.43,18.97,17.93
"E01032683",22.88,26.17,29.19,19.99,16.99,16.37
"E01032684",21,23.68,24.07,15.92,15.29,15.86
"E01032685",21,23.68,24.07,15.92,15.29,15.86
"E01032686",21,23.68,24.07,15.92,15.29,15.86
"E01032687",21,23.68,24.07,15.92,15.29,15.86
"E01032688",21.41,25.88,24.83,19.55,18.59,18.07
"E01032689",21.41,25.88,24.83,19.55,18.59,18.07
"E01032690",21.78,25.76,25.72,19.7,18.6,17.69
"E01032691",21.78,25.76,25.72,19.7,18.6,17.69
"E01032692",21.41,25.88,24.83,19.55,18.59,18.07
"E01032693",21.41,25.88,24.83,19.55,18.59,18.07
"E01032694",21.28,25.77,24.55,19.14,18.48,17.8
"E01032695",21.39,25.87,24.79,19.5,18.58,18.03
"E01032696",21.46,26.02,25.23,19.84,18.85,18.29
"E01032697",21.52,26.22,25.78,20.24,19.2,18.6
"E01032698",21.52,26.22,25.78,20.24,19.2,18.6
"E01032699",21.78,25.76,25.72,19.7,18.6,17.69
"E01032700",21.78,25.76,25.72,19.7,18.6,17.69
"E01032701",21.78,25.76,25.72,19.7,18.6,17.69
"E01032702",21.78,25.76,25.72,19.7,18.6,17.69
"E01032703",21.78,25.76,25.72,19.7,18.6,17.69
"E01032704",21.78,25.76,25.72,19.7,18.6,17.69
"E01032705",21.78,25.76,25.72,19.7,18.6,17.69
"E01032706",22.11,26.76,26.33,19.94,18.59,17.83
"E01032707",22.07,26.64,26.25,19.91,18.59,17.81
"E01032708",21.81,25.84,25.77,19.72,18.6,17.7
"E01032709",21.78,25.76,25.72,19.7,18.6,17.69
"E01032710",21.81,25.85,25.77,19.72,18.6,17.7
"E01032711",21.78,25.76,25.72,19.7,18.6,17.69
"E01032712",21.78,25.76,25.72,19.7,18.6,17.69
"E01032713",21.78,25.76,25.72,19.7,18.6,17.69
"E01032714",22.11,26.76,26.33,19.94,18.59,17.83
"E01032715",22.11,26.76,26.33,19.94,18.59,17.83
"E01032716",21.94,26.25,26.02,19.82,18.59,17.76
"E01032717",20.84,24.37,23.06,21.17,19.35,19.92
"E01032719",22.68,27.51,28.49,21.83,19.96,18.54
"E01032720",22.68,27.51,28.49,21.83,19.96,18.54
"E01032722",22.68,27.51,28.49,21.83,19.96,18.54
"E01032724",21.87,26.43,26.69,20.52,19.05,18.18
"E01032725",21.91,26.55,26.59,20.6,19.13,18.25
"E01032726",21.91,26.54,26.6,20.59,19.12,18.25
"E01032727",21.87,26.43,26.69,20.52,19.05,18.18
"E01032728",21.87,26.43,26.69,20.52,19.05,18.18
"E01032729",21.96,26.51,26.82,20.61,19.14,18.25
"E01032730",22.2,26.73,27.21,20.87,19.4,18.45
"E01032731",22.26,26.79,27.3,20.93,19.46,18.5
"E01032732",22.26,26.79,27.3,20.93,19.46,18.5
"E01032733",21.87,26.43,26.69,20.52,19.05,18.18
"E01032734",21.87,26.43,26.69,20.52,19.05,18.18
"E01032735",21.57,26.16,27.92,21.45,19.3,18.57
"E01032737",21.57,26.16,27.92,21.45,19.3,18.57
"E01032738",21.38,24.94,23.29,20.7,19.1,19.55
"E01032739",22.68,27.51,28.49,21.83,19.96,18.54
"E01032740",22.68,27.51,28.49,21.83,19.96,18.54
"E01032741",22.68,27.51,28.49,21.83,19.96,18.54
"E01032742",22.68,27.51,28.49,21.83,19.96,18.54
"E01032743",22.26,26.79,27.3,20.93,19.46,18.5
"E01032744",22.26,26.79,27.3,20.93,19.46,18.5
"E01032745",19.83,22.05,21.87,20.52,19.11,19.33
"E01032746",21.41,24.99,23.31,20.71,19.1,19.55
"E01032748",20.29,22.91,22.29,20.57,19.1,19.39
"E01032750",20.09,22.53,22.1,20.55,19.11,19.37
"E01032751",20.19,22.73,22.2,20.56,19.1,19.38
"E01032753",20.52,23.34,22.5,20.6,19.1,19.43
"E01032755",19.83,22.05,21.87,20.52,19.11,19.33
"E01032756",19.83,22.05,21.87,20.52,19.11,19.33
"E01032758",21.88,26.43,26.69,20.52,19.05,18.18
"E01032759",21.91,26.53,26.61,20.58,19.11,18.24
"E01032761",21.87,26.43,26.69,20.52,19.05,18.18
"E01032763",21.87,26.43,26.69,20.52,19.05,18.18
"E01032764",22.68,27.51,28.49,21.83,19.96,18.54
"E01032765",22.68,27.51,28.49,21.83,19.96,18.54
"E01032766",22.68,27.51,28.49,21.83,19.96,18.54
"E01032767",22.68,27.51,28.49,21.83,19.96,18.54
"E01032768",22.68,27.51,28.49,21.83,19.96,18.54
"E01032769",22.68,27.51,28.49,21.83,19.96,18.54
"E01032770",22.68,27.51,28.49,21.83,19.96,18.54
"E01032771",22.68,27.51,28.49,21.83,19.96,18.54
"E01032772",22.68,27.51,28.49,21.83,19.96,18.54
"E01032773",22.68,27.51,28.49,21.83,19.96,18.54
"E01032774",22.68,27.51,28.49,21.83,19.96,18.54
"E01032775",22.68,27.51,28.49,21.83,19.96,18.54
"E01032776",22.68,27.51,28.49,21.83,19.96,18.54
"E01032777",22.68,27.51,28.49,21.83,19.96,18.54
"E01032778",22.68,27.51,28.49,21.83,19.96,18.54
"E01032779",22.68,27.51,28.49,21.83,19.96,18.54
"E01032780",22.68,27.51,28.49,21.83,19.96,18.54
"E01032781",22.68,27.51,28.49,21.83,19.96,18.54
"E01032782",22.68,27.51,28.49,21.83,19.96,18.54
"E01032783",22.68,27.51,28.49,21.83,19.96,18.54
"E01032784",22.68,27.51,28.49,21.83,19.96,18.54
"E01032785",22.68,27.51,28.49,21.83,19.96,18.54
"E01032786",22.68,27.51,28.49,21.83,19.96,18.54
"E01032787",22.68,27.51,28.49,21.83,19.96,18.54
"E01032788",22.68,27.51,28.49,21.83,19.96,18.54
"E01032789",22.68,27.51,28.49,21.83,19.96,18.54
"E01032790",22.68,27.51,28.49,21.83,19.96,18.54
"E01032792",23.11,26.84,28.89,21.2,19.03,17.32
"E01032794",22.77,27.48,29.07,21.04,18.97,17.44
"E01032795",22.77,27.48,29.07,21.04,18.97,17.44
"E01032797",23.07,26.92,28.91,21.18,19.03,17.33
"E01032798",21.79,26.7,27.6,21.51,19.59,18.53
"E01032799",22.2,27.33,28.82,22.17,19.6,18.19
"E01032800",22.2,27.33,28.82,22.17,19.6,18.19
"E01032802",23.11,26.84,28.89,21.2,19.03,17.32
"E01032803",22.68,27.51,28.49,21.83,19.96,18.54
"E01032805",22.68,27.51,28.49,21.83,19.96,18.54
"E01032807",20.46,25.08,27.88,21.18,18.82,18.3
"E01032808",20.46,25.08,27.88,21.18,18.82,18.3
"E01032809",20.46,25.08,27.88,21.18,18.82,18.3
"E01032810",21.57,26.16,27.92,21.45,19.3,18.57
"E01032811",21.57,26.16,27.92,21.45,19.3,18.57
"E01032812",21.57,26.16,27.92,21.45,19.3,18.57
"E01032813",21.57,26.16,27.92,21.45,19.3,18.57
"E01032814",21.57,26.16,27.92,21.45,19.3,18.57
"E01032815",21.57,26.16,27.92,21.45,19.3,18.57
"E01032816",21.57,26.16,27.92,21.45,19.3,18.57
"E01032817",21.57,26.16,27.92,21.45,19.3,18.57
"E01032818",21.57,26.16,27.92,21.45,19.3,18.57
"E01032819",21.57,26.16,27.92,21.45,19.3,18.57
"E01032820",21.57,26.16,27.92,21.45,19.3,18.57
"E01032821",21.57,26.16,27.92,21.45,19.3,18.57
"E01032822",21.57,26.16,27.92,21.45,19.3,18.57
"E01032823",21.57,26.16,27.92,21.45,19.3,18.57
"E01032824",21.57,26.16,27.92,21.45,19.3,18.57
"E01032825",21.64,26.48,27.17,21.27,19.59,18.65
"E01032826",21.64,26.48,27.17,21.27,19.59,18.65
"E01032827",21.64,26.48,27.17,21.27,19.59,18.65
"E01032828",21.64,26.48,27.17,21.27,19.59,18.65
"E01032829",21.64,26.48,27.17,21.27,19.59,18.65
"E01032830",21.64,26.48,27.17,21.27,19.59,18.65
"E01032831",19.96,22.92,23.26,19.81,18.76,19.23
"E01032832",19.96,22.92,23.26,19.81,18.76,19.23
"E01032833",19.96,22.92,23.26,19.81,18.76,19.23
"E01032834",22.68,27.51,28.49,21.83,19.96,18.54
"E01032835",21.48,26.11,26.44,21.02,19.37,18.19
"E01032836",21.48,26.11,26.44,21.02,19.37,18.19
"E01032837",19.93,22.82,22.68,19.66,18.41,18.96
"E01032838",19.61,22.13,21.89,19.37,18.21,19.12
"E01032839",20.95,24.97,25.14,20.55,19.04,18.45
"E01032840",21.62,26.44,25.67,20.14,18.94,18.42
"E01032841",21.62,26.44,25.67,20.14,18.94,18.42
"E01032842",21.62,26.44,25.67,20.14,18.94,18.42
"E01032843",21.62,26.44,25.67,20.14,18.94,18.42
"E01032844",21.62,26.44,25.67,20.14,18.94,18.42
"E01032845",21.62,26.44,25.67,20.14,18.94,18.42
"E01032846",21.62,26.44,25.67,20.14,18.94,18.42
"E01032847",21.62,26.44,25.67,20.14,18.94,18.42
"E01032848",21.62,26.44,25.67,20.14,18.94,18.42
"E01032849",21.62,26.44,25.67,20.14,18.94,18.42
"E01032850",21.62,26.44,25.67,20.14,18.94,18.42
"E01032851",21.62,26.44,25.67,20.14,18.94,18.42
"E01032852",22.06,27.04,26.24,20.92,19.45,18.55
"E01032853",22.06,27.04,26.24,20.92,19.45,18.55
"E01032854",22.06,27.04,26.24,20.92,19.45,18.55
"E01032855",22.06,27.04,26.24,20.92,19.45,18.55
"E01032856",22.06,27.04,26.24,20.92,19.45,18.55
"E01032857",22.06,27.04,26.24,20.92,19.45,18.55
"E01032858",22.06,27.04,26.24,20.92,19.45,18.55
"E01032859",19.83,22.05,21.87,20.52,19.11,19.33
"E01032860",19.83,22.05,21.87,20.52,19.11,19.33
"E01032862",23.2,26.41,28.44,18.84,18.05,16.27
"E01032863",23.2,26.41,28.44,18.84,18.05,16.27
"E01032865",23.2,26.41,28.44,18.84,18.05,16.27
"E01032867",23.2,26.41,28.44,18.84,18.05,16.27
"E01032868",23.2,26.41,28.44,18.84,18.05,16.27
"E01032870",21.52,26.22,25.78,20.24,19.2,18.6
"E01032871",21.52,26.22,25.78,20.24,19.2,18.6
"E01032872",23.2,26.41,28.44,18.84,18.05,16.27
"E01032873",23.2,26.41,28.44,18.84,18.05,16.27
"E01032875",23.2,26.41,28.44,18.84,18.05,16.27
"E01032876",21.25,24.56,26.04,17.94,16.44,15.74
"E01032877",19.83,22.05,21.87,20.52,19.11,19.33
"E01032878",19.83,22.05,21.87,20.52,19.11,19.33
"E01032879",19.83,22.05,21.87,20.52,19.11,19.33
"E01032880",19.83,22.05,21.87,20.52,19.11,19.33
"E01032881",19.83,22.05,21.87,20.52,19.11,19.33
"E01032882",19.83,22.05,21.87,20.52,19.11,19.33
"E01032883",19.83,22.05,21.87,20.52,19.11,19.33
"E01032884",19.83,22.05,21.87,20.52,19.11,19.33
"E01032885",22.77,26.78,27.13,18.53,17.46,16.76
"E01032886",22.77,26.78,27.13,18.53,17.46,16.76
"E01032887",22.77,26.78,27.13,18.53,17.46,16.76
"E01032888",22.77,26.69,26.61,18.03,17.26,16.38
"E01032889",22.77,26.67,26.53,17.96,17.23,16.32
"E01032890",22.6,26.53,27.37,19.15,18.19,16.83
"E01032891",22.68,26.34,27.98,19.17,18.21,16.73
"E01032892",22.68,26.34,27.98,19.17,18.21,16.73
"E01032893",22.68,26.34,27.98,19.17,18.21,16.73
"E01032894",22.68,26.34,27.98,19.17,18.21,16.73
"E01032895",22.68,26.34,27.98,19.17,18.21,16.73
"E01032896",23.33,26.91,27.69,18.63,18.14,16.38
"E01032897",23.33,26.91,27.69,18.63,18.14,16.38
"E01032898",23.33,26.91,27.69,18.63,18.14,16.38
"E01032899",22.77,26.67,26.53,17.96,17.23,16.32
"E01032900",22.77,26.67,26.53,17.96,17.23,16.32
"E01032901",22.84,26.66,27.47,18.98,18.17,16.68
"E01032902",23.33,26.91,27.69,18.63,18.14,16.38
"E01032903",20.23,23.06,22.22,16.55,15.83,17.29
"E01032904",21.17,24.84,24.51,16.75,15.63,17.08
"E01032905",21.17,24.84,24.51,16.75,15.63,17.08
"E01032906",21,23.68,24.07,15.92,15.29,15.86
"E01032907",21,23.68,24.07,15.92,15.29,15.86
"E01032909",21,23.68,24.07,15.92,15.29,15.86
"E01032911",21,23.68,24.07,15.92,15.29,15.86
"E01032912",21,23.68,24.07,15.92,15.29,15.86
"E01032914",21,23.68,24.07,15.92,15.29,15.86
"E01032915",21,23.68,24.07,15.92,15.29,15.86
"E01032917",21,23.68,24.07,15.92,15.29,15.86
"E01032919",21,23.68,24.07,15.92,15.29,15.86
"E01032920",20.73,23.92,25.03,15.57,14.95,14.88
"E01032921",20.73,23.92,25.03,15.57,14.95,14.88
"E01032922",20.73,23.92,25.03,15.57,14.95,14.88
"E01032923",20.73,23.92,25.03,15.57,14.95,14.88
"E01032924",23.3,26.91,28.78,18.98,17.26,16.61
"E01032925",23.3,26.91,28.78,18.98,17.26,16.61
"E01032926",23.3,26.91,28.78,18.98,17.26,16.61
"E01032927",23.3,26.91,28.78,18.98,17.26,16.61
"E01032928",21.17,24.84,24.51,16.75,15.63,17.08
"E01032929",21.17,24.84,24.51,16.75,15.63,17.08
"E01032930",22.86,26.47,25.67,17.29,16.43,17.22
"E01032931",22.86,26.47,25.67,17.29,16.43,17.22
"E01032932",23.07,26.46,26.33,19.51,18.62,18.22
"E01032933",23.07,26.46,26.33,19.51,18.62,18.22
"E01032934",23.07,26.46,26.33,19.51,18.62,18.22
"E01032935",23.07,26.46,26.33,19.51,18.62,18.22
"E01032936",23.07,26.46,26.33,19.51,18.62,18.22
"E01032937",23.07,26.46,26.33,19.51,18.62,18.22
"E01032938",22.85,27.15,26.95,19.29,18.55,17.98
"E01032939",22.85,27.15,26.95,19.29,18.55,17.98
"E01032940",22.85,27.15,26.95,19.29,18.55,17.98
"E01032941",21.95,25.95,26.95,19.7,18.44,17.45
"E01032942",21.95,25.95,26.95,19.7,18.44,17.45
"E01032943",21.95,25.95,26.95,19.7,18.44,17.45
"E01032944",21.95,25.95,26.95,19.7,18.44,17.45
"E01032945",21.25,24.56,26.04,17.94,16.44,15.74
"E01032946",21.25,24.56,26.04,17.94,16.44,15.74
"E01032947",22.11,26.76,26.33,19.94,18.59,17.83
"E01032948",22.11,26.76,26.33,19.94,18.59,17.83
"E01032949",22.11,26.76,26.33,19.94,18.59,17.83
"E01032950",22.11,26.76,26.33,19.94,18.59,17.83
"E01032951",22.11,26.76,26.33,19.94,18.59,17.83
"E01032952",22.11,26.76,26.33,19.94,18.59,17.83
"E01032953",22.11,26.76,26.33,19.94,18.59,17.83
"E01032954",22.01,26.09,26.84,19.54,18.35,17.43
"E01032955",22.57,26.77,28.16,20.43,19.1,17.47
"E01032956",22.57,26.77,28.16,20.43,19.1,17.47
"E01032957",22.57,26.77,28.16,20.43,19.1,17.47
"E01032958",22.57,26.77,28.16,20.43,19.1,17.47
"E01032959",22.57,26.77,28.16,20.43,19.1,17.47
"E01032960",22.43,26.58,27.88,20.26,18.95,17.47
"E01032961",22.57,26.77,28.16,20.43,19.1,17.47
"E01032962",22.57,26.77,28.16,20.43,19.1,17.47
"E01032963",22.78,26.51,28.46,19.56,18.31,16.69
"E01032964",22.78,26.51,28.46,19.56,18.31,16.69
"E01032965",22.78,26.51,28.46,19.56,18.31,16.69
"E01032966",22.78,26.51,28.46,19.56,18.31,16.69
"E01032967",22.78,26.51,28.46,19.56,18.31,16.69
"E01032968",22.68,26.34,27.98,19.17,18.21,16.73
"E01032969",22.78,26.51,28.46,19.56,18.31,16.69
"E01032970",22.78,26.51,28.46,19.56,18.31,16.69
"E01032971",22.78,26.51,28.46,19.56,18.31,16.69
"E01032972",22.78,26.51,28.46,19.56,18.31,16.69
"E01032973",22.78,26.51,28.46,19.56,18.31,16.69
"E01032974",22.78,26.51,28.46,19.56,18.31,16.69
"E01032975",22.78,26.51,28.46,19.56,18.31,16.69
"E01032976",22.78,26.51,28.46,19.56,18.31,16.69
"E01032977",22.78,26.51,28.46,19.56,18.31,16.69
"E01032978",22.78,26.51,28.46,19.56,18.31,16.69
"E01032979",22.78,26.51,28.46,19.56,18.31,16.69
"E01032980",22.78,26.51,28.46,19.56,18.31,16.69
"E01032981",22.78,26.51,28.46,19.56,18.31,16.69
"E01032982",22.57,26.77,28.16,20.43,19.1,17.47
"E01032983",22.57,26.77,28.16,20.43,19.1,17.47
"E01032984",22.57,26.77,28.16,20.43,19.1,17.47
"E01032985",22.58,26.76,28.17,20.38,19.06,17.43
"E01032986",22.8,25.5,28.93,20.39,17.13,15.79
"E01032987",22.8,25.5,28.93,20.39,17.13,15.79
"E01032988",23.48,26.51,29.19,20.39,17.61,16.13
"E01032989",23.81,26.63,29.06,20.16,17.92,16.33
"E01032990",23.81,26.63,29.06,20.16,17.92,16.33
"E01032991",23.65,26.57,29.12,20.27,17.77,16.23
"E01032992",23.73,26.6,29.1,20.22,17.84,16.28
"E01032993",23.53,26.53,29.17,20.36,17.65,16.16
"E01032994",23.69,26.59,29.11,20.24,17.81,16.26
"E01032995",23.28,26.51,29.1,20.31,18.37,16.77
"E01032996",23.28,26.51,29.1,20.31,18.37,16.77
"E01032997",23.38,26.43,29.05,19.9,18.15,16.43
"E01032998",23.38,26.43,29.05,19.9,18.15,16.43
"E01032999",23.38,26.43,29.05,19.9,18.15,16.43
"E01033000",22.26,26.79,27.3,20.93,19.46,18.5
"E01033002",21.25,24.56,26.04,17.94,16.44,15.74
"E01033003",21.25,24.56,26.04,17.94,16.44,15.74
"E01033005",21.25,24.56,26.04,17.94,16.44,15.74
"E01033006",21.25,24.56,26.04,17.94,16.44,15.74
"E01033008",21.92,25.6,26.68,17.7,16.45,15.65
"E01033010",21.93,25.6,26.68,17.7,16.45,15.65
"E01033011",22.48,26.44,27.19,17.5,16.46,15.58
"E01033013",22.48,26.44,27.19,17.5,16.46,15.58
"E01033015",22.48,26.44,27.19,17.5,16.46,15.58
"E01033016",22.48,26.44,27.19,17.5,16.46,15.58
"E01033018",22.48,26.44,27.19,17.5,16.46,15.58
"E01033019",22.48,26.44,27.19,17.5,16.46,15.58
"E01033021",22.48,26.44,27.19,17.5,16.46,15.58
"E01033022",22.26,26.79,27.3,20.93,19.46,18.5
"E01033023",22.26,26.79,27.3,20.93,19.46,18.5
"E01033024",22.77,27.48,29.07,21.04,18.97,17.44
"E01033025",22.77,27.48,29.07,21.04,18.97,17.44
"E01033026",22.92,27.58,29.09,21.01,19.07,17.46
"E01033027",22.77,27.48,29.07,21.04,18.97,17.44
"E01033028",22.26,26.79,27.3,20.93,19.46,18.5
"E01033029",22.26,26.79,27.3,20.93,19.46,18.5
"E01033030",22.26,26.79,27.3,20.93,19.46,18.5
"E01033031",21.34,24.7,26.13,17.91,16.44,15.72
"E01033032",22.48,26.44,27.19,17.5,16.46,15.58
"E01033033",22.48,26.44,27.19,17.5,16.46,15.58
"E01033034",22.48,26.44,27.19,17.5,16.46,15.58
"E01033035",21.25,24.56,26.04,17.94,16.44,15.74
"E01033036",21.57,25.42,27.17,20.19,17.98,16.64
"E01033037",21.43,25.26,26.96,19.99,17.85,16.57
"E01033038",21.43,25.26,26.96,19.99,17.85,16.57
"E01033039",21.71,25.58,27.38,20.4,18.11,16.71
"E01033040",22,26.66,28.59,21.63,18.78,16.69
"E01033041",22,26.66,28.59,21.63,18.78,16.69
"E01033042",22.27,26.12,28.61,20.39,17.61,15.83
"E01033043",22,26.66,28.59,21.63,18.78,16.69
"E01033044",22,26.66,28.59,21.63,18.78,16.69
"E01033045",22,26.66,28.59,21.63,18.78,16.69
"E01033046",22,26.66,28.59,21.63,18.78,16.69
"E01033047",22,26.66,28.59,21.63,18.78,16.69
